,Route,Distance,Cost,InitialLoad
28179,"[0, 28.0, 33.0, 10.0, 13.0, 2.0, 0.0]",406.9168569130325,2034.5842845651625,10000
28180,"[0, 28.0, 33.0, 10.0, 13.0, 0.0]",374.97205712992474,1874.8602856496236,10000
28181,"[0, 28.0, 33.0, 10.0, 13.0, 21.1, 0.0]",584.1864343955514,2920.9321719777568,10000
28182,"[0, 28.0, 33.0, 10.0, 13.0, 21.2, 0.0]",584.1864343955514,2920.9321719777568,10000
28183,"[0, 28.0, 33.0, 10.0, 23.0, 0.0]",332.5387140346146,1662.693570173073,10000
28184,"[0, 28.0, 33.0, 10.0, 24.0, 0.0]",392.43592607059975,1962.1796303529986,10000
28185,"[0, 28.0, 33.0, 10.0, 0.0]",328.70728933790684,1643.5364466895342,10000
28186,"[0, 28.0, 33.0, 9.0, 2.0, 0.0]",320.72640762024537,1603.632038101227,10000
28187,"[0, 28.0, 33.0, 9.0, 0.0]",295.9094696680129,1479.5473483400644,10000
28188,"[0, 28.0, 33.0, 9.0, 21.1, 13.0, 0.0]",525.66193725949,2628.30968629745,10000
28189,"[0, 28.0, 33.0, 9.0, 21.1, 0.0]",480.69393905427467,2403.4696952713734,10000
28190,"[0, 28.0, 33.0, 9.0, 21.1, 34.0, 0.0]",567.7606376429782,2838.8031882148907,10000
28191,"[0, 28.0, 33.0, 9.0, 13.0, 2.0, 0.0]",400.4617749201587,2002.3088746007934,10000
28192,"[0, 28.0, 33.0, 9.0, 13.0, 0.0]",368.5169751370509,1842.5848756852545,10000
28193,"[0, 28.0, 33.0, 9.0, 13.0, 21.1, 0.0]",577.7313524026775,2888.656762013388,10000
28194,"[0, 28.0, 33.0, 9.0, 13.0, 21.2, 0.0]",577.7313524026775,2888.656762013388,10000
28195,"[0, 28.0, 33.0, 9.0, 10.0, 2.0, 0.0]",436.3315503391716,2181.6577516958578,10000
28196,"[0, 28.0, 33.0, 9.0, 10.0, 13.0, 0.0]",439.53971116688143,2197.698555834407,10000
28197,"[0, 28.0, 33.0, 9.0, 10.0, 0.0]",393.27494337486354,1966.3747168743178,10000
28198,"[0, 28.0, 33.0, 9.0, 21.2, 34.0, 0.0]",567.7606376429782,2838.8031882148907,10000
28199,"[0, 28.0, 33.0, 9.0, 21.2, 0.0]",480.69393905427467,2403.4696952713734,10000
28200,"[0, 28.0, 33.0, 9.0, 21.2, 13.0, 0.0]",525.66193725949,2628.30968629745,10000
28201,"[0, 28.0, 33.0, 9.0, 22.0, 2.0, 0.0]",414.8912052604717,2074.4560263023586,10000
28202,"[0, 28.0, 33.0, 9.0, 22.0, 13.0, 0.0]",462.62018685330384,2313.1009342665193,10000
28203,"[0, 28.0, 33.0, 9.0, 22.0, 0.0]",414.65933467519545,2073.296673375977,10000
28204,"[0, 28.0, 33.0, 9.0, 22.0, 34.0, 0.0]",514.5477969246193,2572.7389846230967,10000
28205,"[0, 28.0, 33.0, 9.0, 23.0, 0.0]",328.17081233073554,1640.8540616536777,10000
28206,"[0, 28.0, 33.0, 9.0, 34.0, 2.0, 0.0]",349.99288893887467,1749.9644446943735,10000
28207,"[0, 28.0, 33.0, 9.0, 34.0, 21.2, 0.0]",482.9932498024461,2414.9662490122305,10000
28208,"[0, 28.0, 33.0, 9.0, 34.0, 21.1, 0.0]",482.9932498024461,2414.9662490122305,10000
28209,"[0, 28.0, 33.0, 9.0, 34.0, 22.0, 0.0]",421.5548696295479,2107.7743481477396,10000
28210,"[0, 28.0, 33.0, 9.0, 34.0, 22.0, 34.0, 0.0]",521.4433318789718,2607.2166593948587,10000
28211,"[0, 28.0, 33.0, 9.0, 34.0, 13.0, 2.0, 0.0]",441.6944701433935,2208.4723507169674,10000
28212,"[0, 28.0, 33.0, 9.0, 34.0, 13.0, 0.0]",409.74967036028573,2048.7483518014287,10000
28213,"[0, 28.0, 33.0, 9.0, 34.0, 23.0, 0.0]",402.12186583358846,2010.6093291679422,10000
28214,"[0, 28.0, 33.0, 9.0, 34.0, 0.0]",337.73928293067013,1688.6964146533505,10000
28215,"[0, 28.0, 33.0, 9.0, 24.0, 0.0]",455.1965002602046,2275.9825013010227,10000
28216,"[0, 28.0, 33.0, 5.0, 22.0, 2.0, 0.0]",308.53235982465606,1542.6617991232802,10000
28217,"[0, 28.0, 33.0, 5.0, 22.0, 23.0, 0.0]",406.5920355600871,2032.9601778004353,10000
28218,"[0, 28.0, 33.0, 5.0, 22.0, 13.0, 2.0, 0.0]",388.206141200596,1941.03070600298,10000
28219,"[0, 28.0, 33.0, 5.0, 22.0, 13.0, 0.0]",356.2613414174882,1781.306707087441,10000
28220,"[0, 28.0, 33.0, 5.0, 22.0, 10.0, 2.0, 0.0]",531.2130182810711,2656.0650914053554,10000
28221,"[0, 28.0, 33.0, 5.0, 22.0, 10.0, 13.0, 0.0]",534.421179108781,2672.105895543905,10000
28222,"[0, 28.0, 33.0, 5.0, 22.0, 10.0, 0.0]",488.15641131676296,2440.7820565838147,10000
28223,"[0, 28.0, 33.0, 5.0, 22.0, 21.1, 0.0]",382.63838963354044,1913.1919481677023,10000
28224,"[0, 28.0, 33.0, 5.0, 22.0, 21.1, 34.0, 0.0]",469.70508822224394,2348.5254411112196,10000
28225,"[0, 28.0, 33.0, 5.0, 22.0, 21.2, 34.0, 0.0]",469.70508822224394,2348.5254411112196,10000
28226,"[0, 28.0, 33.0, 5.0, 22.0, 21.2, 0.0]",382.63838963354044,1913.1919481677023,10000
28227,"[0, 28.0, 33.0, 5.0, 22.0, 0.0]",308.3004892393798,1541.5024461968987,10000
28228,"[0, 28.0, 33.0, 5.0, 22.0, 36.0, 13.0, 0.0]",403.5703185078353,2017.8515925391764,10000
28229,"[0, 28.0, 33.0, 5.0, 22.0, 34.0, 2.0, 0.0]",420.4425574970082,2102.2127874850407,10000
28230,"[0, 28.0, 33.0, 5.0, 22.0, 34.0, 21.2, 0.0]",553.4429183605795,2767.2145918028973,10000
28231,"[0, 28.0, 33.0, 5.0, 22.0, 34.0, 21.1, 0.0]",553.4429183605795,2767.2145918028973,10000
28232,"[0, 28.0, 33.0, 5.0, 22.0, 34.0, 22.0, 0.0]",492.0045381876814,2460.0226909384073,10000
28233,"[0, 28.0, 33.0, 5.0, 22.0, 34.0, 13.0, 0.0]",480.1993389184192,2400.996694592096,10000
28234,"[0, 28.0, 33.0, 5.0, 22.0, 34.0, 0.0]",408.18895148880364,2040.9447574440183,10000
28235,"[0, 28.0, 33.0, 5.0, 22.0, 3.0, 0.0]",381.9809539593424,1909.9047697967121,10000
28236,"[0, 28.0, 33.0, 5.0, 22.0, 3.0, 34.0, 0.0]",408.3337185833873,2041.6685929169364,10000
28237,"[0, 28.0, 33.0, 5.0, 22.0, 24.0, 0.0]",521.3042294979132,2606.521147489566,10000
28238,"[0, 28.0, 33.0, 3.0, 2.0, 0.0]",228.87988229672428,1144.3994114836214,10000
28239,"[0, 28.0, 33.0, 3.0, 13.0, 0.0]",290.1911222852336,1450.955611426168,10000
28240,"[0, 28.0, 33.0, 3.0, 0.0]",220.33264696160143,1101.663234808007,10000
28241,"[0, 28.0, 33.0, 3.0, 34.0, 2.0, 0.0]",258.93901759385085,1294.6950879692542,10000
28242,"[0, 28.0, 33.0, 3.0, 34.0, 13.0, 0.0]",318.69579901526185,1593.4789950763093,10000
28243,"[0, 28.0, 33.0, 3.0, 34.0, 0.0]",246.6854115856463,1233.4270579282315,10000
28244,"[0, 28.0, 33.0, 21.1, 22.0, 0.0]",343.157615069466,1715.7880753473298,10000
28245,"[0, 28.0, 33.0, 21.1, 13.0, 0.0]",388.0478567141391,1940.2392835706953,10000
28246,"[0, 28.0, 33.0, 21.1, 2.0, 0.0]",343.37724481888915,1716.8862240944459,10000
28247,"[0, 28.0, 33.0, 21.1, 0.0]",343.07985850892385,1715.3992925446191,10000
28248,"[0, 28.0, 33.0, 21.1, 36.0, 13.0, 0.0]",401.460539393089,2007.302696965445,10000
28249,"[0, 28.0, 33.0, 21.1, 34.0, 2.0, 0.0]",442.4001631058319,2212.0008155291594,10000
28250,"[0, 28.0, 33.0, 21.1, 34.0, 13.0, 0.0]",502.1569445272429,2510.7847226362146,10000
28251,"[0, 28.0, 33.0, 21.1, 34.0, 0.0]",430.14655709762735,2150.732785488137,10000
28252,"[0, 28.0, 33.0, 21.1, 21.2, 0.0]",343.07985850892385,1715.3992925446191,10000
28253,"[0, 28.0, 33.0, 21.2, 21.1, 0.0]",343.07985850892385,1715.3992925446191,10000
28254,"[0, 28.0, 33.0, 21.2, 34.0, 2.0, 0.0]",442.4001631058319,2212.0008155291594,10000
28255,"[0, 28.0, 33.0, 21.2, 34.0, 13.0, 0.0]",502.1569445272429,2510.7847226362146,10000
28256,"[0, 28.0, 33.0, 21.2, 34.0, 0.0]",430.14655709762735,2150.732785488137,10000
28257,"[0, 28.0, 33.0, 21.2, 36.0, 13.0, 0.0]",401.460539393089,2007.302696965445,10000
28258,"[0, 28.0, 33.0, 21.2, 22.0, 0.0]",343.157615069466,1715.7880753473298,10000
28259,"[0, 28.0, 33.0, 21.2, 0.0]",343.07985850892385,1715.3992925446191,10000
28260,"[0, 28.0, 33.0, 21.2, 2.0, 0.0]",343.37724481888915,1716.8862240944459,10000
28261,"[0, 28.0, 33.0, 21.2, 13.0, 0.0]",388.0478567141391,1940.2392835706953,10000
28262,"[0, 28.0, 33.0, 31.0, 34.0, 0.0]",330.66638496907564,1653.3319248453781,10000
28263,"[0, 28.0, 33.0, 38.0, 34.0, 0.0]",475.1708545086788,2375.854272543394,10000
28264,"[0, 28.0, 33.0, 38.0, 0.0]",304.86509572839094,1524.3254786419548,10000
28265,"[0, 28.0, 33.0, 36.0, 13.0, 2.0, 0.0]",400.9721087832499,2004.8605439162495,10000
28266,"[0, 28.0, 33.0, 36.0, 13.0, 0.0]",369.0273090001421,1845.1365450007106,10000
28267,"[0, 28.0, 33.0, 36.0, 13.0, 21.1, 0.0]",578.2416862657687,2891.2084313288437,10000
28268,"[0, 28.0, 33.0, 36.0, 13.0, 21.2, 0.0]",578.2416862657687,2891.2084313288437,10000
28269,"[0, 28.0, 33.0, 35.0, 2.0, 0.0]",375.4641888303773,1877.3209441518864,10000
28270,"[0, 28.0, 33.0, 35.0, 0.0]",332.1621240300384,1660.8106201501919,10000
28271,"[0, 28.0, 33.0, 35.0, 15.0, 0.0]",343.72464425600754,1718.6232212800378,10000
28272,"[0, 28.0, 33.0, 35.0, 21.1, 22.0, 0.0]",569.8222058221307,2849.111029110654,10000
28273,"[0, 28.0, 33.0, 35.0, 21.1, 13.0, 0.0]",614.712447466804,3073.5622373340198,10000
28274,"[0, 28.0, 33.0, 35.0, 21.1, 2.0, 0.0]",570.041835571554,2850.2091778577696,10000
28275,"[0, 28.0, 33.0, 35.0, 21.1, 0.0]",569.7444492615887,2848.7222463079434,10000
28276,"[0, 28.0, 33.0, 35.0, 21.1, 36.0, 13.0, 0.0]",628.1251301457539,3140.62565072877,10000
28277,"[0, 28.0, 33.0, 35.0, 21.1, 34.0, 2.0, 0.0]",669.0647538584967,3345.3237692924836,10000
28278,"[0, 28.0, 33.0, 35.0, 21.1, 34.0, 13.0, 0.0]",728.8215352799077,3644.107676399539,10000
28279,"[0, 28.0, 33.0, 35.0, 21.1, 34.0, 0.0]",656.8111478502922,3284.055739251461,10000
28280,"[0, 28.0, 33.0, 35.0, 21.1, 21.2, 0.0]",569.7444492615887,2848.7222463079434,10000
28281,"[0, 28.0, 33.0, 35.0, 13.0, 2.0, 0.0]",408.5585141055055,2042.7925705275275,10000
28282,"[0, 28.0, 33.0, 35.0, 13.0, 0.0]",376.6137143223977,1883.0685716119885,10000
28283,"[0, 28.0, 33.0, 35.0, 13.0, 21.1, 0.0]",585.8280915880243,2929.1404579401215,10000
28284,"[0, 28.0, 33.0, 35.0, 13.0, 21.2, 0.0]",585.8280915880243,2929.1404579401215,10000
28285,"[0, 28.0, 33.0, 35.0, 13.0, 23.0, 0.0]",462.0587302033059,2310.2936510165296,10000
28286,"[0, 28.0, 33.0, 35.0, 10.0, 2.0, 0.0]",379.41654487467883,1897.0827243733943,10000
28287,"[0, 28.0, 33.0, 35.0, 10.0, 13.0, 2.0, 0.0]",414.5695054854965,2072.8475274274824,10000
28288,"[0, 28.0, 33.0, 35.0, 10.0, 13.0, 0.0]",382.6247057023887,1913.1235285119437,10000
28289,"[0, 28.0, 33.0, 35.0, 10.0, 13.0, 21.1, 0.0]",591.8390829680153,2959.1954148400764,10000
28290,"[0, 28.0, 33.0, 35.0, 10.0, 13.0, 21.2, 0.0]",591.8390829680153,2959.1954148400764,10000
28291,"[0, 28.0, 33.0, 35.0, 10.0, 23.0, 0.0]",340.19136260707853,1700.9568130353928,10000
28292,"[0, 28.0, 33.0, 35.0, 10.0, 24.0, 0.0]",400.08857464306374,2000.4428732153187,10000
28293,"[0, 28.0, 33.0, 35.0, 10.0, 0.0]",336.35993791037083,1681.799689551854,10000
28294,"[0, 28.0, 33.0, 35.0, 9.0, 2.0, 0.0]",500.58537024426585,2502.9268512213293,10000
28295,"[0, 28.0, 33.0, 35.0, 9.0, 0.0]",475.7684322920334,2378.842161460167,10000
28296,"[0, 28.0, 33.0, 35.0, 9.0, 21.1, 13.0, 0.0]",705.5208998835104,3527.6044994175522,10000
28297,"[0, 28.0, 33.0, 35.0, 9.0, 21.1, 0.0]",660.5529016782951,3302.764508391476,10000
28298,"[0, 28.0, 33.0, 35.0, 9.0, 21.1, 34.0, 0.0]",747.6196002669986,3738.098001334993,10000
28299,"[0, 28.0, 33.0, 35.0, 9.0, 13.0, 2.0, 0.0]",580.3207375441792,2901.6036877208962,10000
28300,"[0, 28.0, 33.0, 35.0, 9.0, 13.0, 0.0]",548.3759377610714,2741.879688805357,10000
28301,"[0, 28.0, 33.0, 35.0, 9.0, 13.0, 21.1, 0.0]",757.590315026698,3787.95157513349,10000
28302,"[0, 28.0, 33.0, 35.0, 9.0, 13.0, 21.2, 0.0]",757.590315026698,3787.95157513349,10000
28303,"[0, 28.0, 33.0, 35.0, 9.0, 10.0, 2.0, 0.0]",616.1905129631922,3080.952564815961,10000
28304,"[0, 28.0, 33.0, 35.0, 9.0, 10.0, 13.0, 0.0]",619.3986737909021,3096.9933689545105,10000
28305,"[0, 28.0, 33.0, 35.0, 9.0, 10.0, 0.0]",573.1339059988841,2865.6695299944204,10000
28306,"[0, 28.0, 33.0, 35.0, 9.0, 21.2, 34.0, 0.0]",747.6196002669986,3738.098001334993,10000
28307,"[0, 28.0, 33.0, 35.0, 9.0, 21.2, 0.0]",660.5529016782951,3302.764508391476,10000
28308,"[0, 28.0, 33.0, 35.0, 9.0, 21.2, 13.0, 0.0]",705.5208998835104,3527.6044994175522,10000
28309,"[0, 28.0, 33.0, 35.0, 9.0, 22.0, 2.0, 0.0]",594.7501678844923,2973.7508394224615,10000
28310,"[0, 28.0, 33.0, 35.0, 9.0, 22.0, 13.0, 0.0]",642.4791494773244,3212.395747386622,10000
28311,"[0, 28.0, 33.0, 35.0, 9.0, 22.0, 0.0]",594.518297299216,2972.59148649608,10000
28312,"[0, 28.0, 33.0, 35.0, 9.0, 22.0, 34.0, 0.0]",694.4067595486398,3472.033797743199,10000
28313,"[0, 28.0, 33.0, 35.0, 9.0, 23.0, 0.0]",508.02977495475614,2540.148874773781,10000
28314,"[0, 28.0, 33.0, 35.0, 9.0, 34.0, 2.0, 0.0]",529.8518515628953,2649.2592578144763,10000
28315,"[0, 28.0, 33.0, 35.0, 9.0, 34.0, 21.2, 0.0]",662.8522124264666,3314.261062132333,10000
28316,"[0, 28.0, 33.0, 35.0, 9.0, 34.0, 21.1, 0.0]",662.8522124264666,3314.261062132333,10000
28317,"[0, 28.0, 33.0, 35.0, 9.0, 34.0, 22.0, 0.0]",601.4138322535684,3007.069161267842,10000
28318,"[0, 28.0, 33.0, 35.0, 9.0, 34.0, 22.0, 34.0, 0.0]",701.3022945029923,3506.5114725149615,10000
28319,"[0, 28.0, 33.0, 35.0, 9.0, 34.0, 13.0, 2.0, 0.0]",621.553432767414,3107.7671638370703,10000
28320,"[0, 28.0, 33.0, 35.0, 9.0, 34.0, 13.0, 0.0]",589.6086329843063,2948.0431649215316,10000
28321,"[0, 28.0, 33.0, 35.0, 9.0, 34.0, 23.0, 0.0]",581.9808284576089,2909.9041422880446,10000
28322,"[0, 28.0, 33.0, 35.0, 9.0, 34.0, 0.0]",517.5982455546906,2587.991227773453,10000
28323,"[0, 28.0, 33.0, 35.0, 9.0, 24.0, 0.0]",635.0554628842251,3175.2773144211255,10000
28324,"[0, 28.0, 33.0, 35.0, 5.0, 22.0, 2.0, 0.0]",504.21350620319606,2521.0675310159804,10000
28325,"[0, 28.0, 33.0, 35.0, 5.0, 22.0, 23.0, 0.0]",602.2731819386271,3011.3659096931356,10000
28326,"[0, 28.0, 33.0, 35.0, 5.0, 22.0, 13.0, 2.0, 0.0]",583.8872875791361,2919.4364378956807,10000
28327,"[0, 28.0, 33.0, 35.0, 5.0, 22.0, 13.0, 0.0]",551.9424877960283,2759.7124389801415,10000
28328,"[0, 28.0, 33.0, 35.0, 5.0, 22.0, 10.0, 2.0, 0.0]",726.894164659611,3634.4708232980547,10000
28329,"[0, 28.0, 33.0, 35.0, 5.0, 22.0, 10.0, 13.0, 0.0]",730.102325487321,3650.5116274366046,10000
28330,"[0, 28.0, 33.0, 35.0, 5.0, 22.0, 10.0, 0.0]",683.837557695303,3419.187788476515,10000
28331,"[0, 28.0, 33.0, 35.0, 5.0, 22.0, 21.1, 0.0]",578.3195360120804,2891.597680060402,10000
28332,"[0, 28.0, 33.0, 35.0, 5.0, 22.0, 21.1, 34.0, 0.0]",665.386234600784,3326.93117300392,10000
28333,"[0, 28.0, 33.0, 35.0, 5.0, 22.0, 21.2, 34.0, 0.0]",665.386234600784,3326.93117300392,10000
28334,"[0, 28.0, 33.0, 35.0, 5.0, 22.0, 21.2, 0.0]",578.3195360120804,2891.597680060402,10000
28335,"[0, 28.0, 33.0, 35.0, 5.0, 22.0, 0.0]",503.98163561791984,2519.908178089599,10000
28336,"[0, 28.0, 33.0, 35.0, 5.0, 22.0, 36.0, 13.0, 0.0]",599.2514648863754,2996.257324431877,10000
28337,"[0, 28.0, 33.0, 35.0, 5.0, 22.0, 34.0, 2.0, 0.0]",616.1237038755482,3080.618519377741,10000
28338,"[0, 28.0, 33.0, 35.0, 5.0, 22.0, 34.0, 21.2, 0.0]",749.1240647391196,3745.620323695598,10000
28339,"[0, 28.0, 33.0, 35.0, 5.0, 22.0, 34.0, 21.1, 0.0]",749.1240647391196,3745.620323695598,10000
28340,"[0, 28.0, 33.0, 35.0, 5.0, 22.0, 34.0, 22.0, 0.0]",687.6856845662214,3438.428422831107,10000
28341,"[0, 28.0, 33.0, 35.0, 5.0, 22.0, 34.0, 13.0, 0.0]",675.8804852969593,3379.4024264847963,10000
28342,"[0, 28.0, 33.0, 35.0, 5.0, 22.0, 34.0, 0.0]",603.8700978673437,3019.3504893367185,10000
28343,"[0, 28.0, 33.0, 35.0, 5.0, 22.0, 3.0, 0.0]",577.6621003378824,2888.310501689412,10000
28344,"[0, 28.0, 33.0, 35.0, 5.0, 22.0, 3.0, 34.0, 0.0]",604.0148649619273,3020.0743248096364,10000
28345,"[0, 28.0, 33.0, 35.0, 5.0, 22.0, 24.0, 0.0]",716.9853758764532,3584.9268793822657,10000
28346,"[0, 28.0, 33.0, 35.0, 21.2, 21.1, 0.0]",569.7444492615887,2848.7222463079434,10000
28347,"[0, 28.0, 33.0, 35.0, 21.2, 34.0, 2.0, 0.0]",669.0647538584967,3345.3237692924836,10000
28348,"[0, 28.0, 33.0, 35.0, 21.2, 34.0, 13.0, 0.0]",728.8215352799077,3644.107676399539,10000
28349,"[0, 28.0, 33.0, 35.0, 21.2, 34.0, 0.0]",656.8111478502922,3284.055739251461,10000
28350,"[0, 28.0, 33.0, 35.0, 21.2, 36.0, 13.0, 0.0]",628.1251301457539,3140.62565072877,10000
28351,"[0, 28.0, 33.0, 35.0, 21.2, 22.0, 0.0]",569.8222058221307,2849.111029110654,10000
28352,"[0, 28.0, 33.0, 35.0, 21.2, 0.0]",569.7444492615887,2848.7222463079434,10000
28353,"[0, 28.0, 33.0, 35.0, 21.2, 2.0, 0.0]",570.041835571554,2850.2091778577696,10000
28354,"[0, 28.0, 33.0, 35.0, 21.2, 13.0, 0.0]",614.712447466804,3073.5622373340198,10000
28355,"[0, 28.0, 33.0, 35.0, 22.0, 2.0, 0.0]",495.6429586572459,2478.2147932862295,10000
28356,"[0, 28.0, 33.0, 35.0, 22.0, 13.0, 0.0]",543.3719402500781,2716.8597012503906,10000
28357,"[0, 28.0, 33.0, 35.0, 22.0, 10.0, 2.0, 0.0]",718.3236171136608,3591.618085568304,10000
28358,"[0, 28.0, 33.0, 35.0, 22.0, 10.0, 13.0, 0.0]",721.5317779413708,3607.658889706854,10000
28359,"[0, 28.0, 33.0, 35.0, 22.0, 10.0, 0.0]",675.2670101493528,3376.335050746764,10000
28360,"[0, 28.0, 33.0, 35.0, 22.0, 21.1, 0.0]",569.7489884661303,2848.7449423306516,10000
28361,"[0, 28.0, 33.0, 35.0, 22.0, 21.2, 0.0]",569.7489884661303,2848.7449423306516,10000
28362,"[0, 28.0, 33.0, 35.0, 22.0, 0.0]",495.4110880719697,2477.0554403598485,10000
28363,"[0, 28.0, 33.0, 35.0, 22.0, 36.0, 13.0, 0.0]",590.6809173404253,2953.4045867021264,10000
28364,"[0, 28.0, 33.0, 35.0, 22.0, 34.0, 2.0, 0.0]",607.5531563295981,3037.7657816479905,10000
28365,"[0, 28.0, 33.0, 35.0, 22.0, 34.0, 13.0, 0.0]",667.3099377510091,3336.5496887550453,10000
28366,"[0, 28.0, 33.0, 35.0, 22.0, 34.0, 0.0]",595.2995503213936,2976.4977516069675,10000
28367,"[0, 28.0, 33.0, 35.0, 23.0, 2.0, 0.0]",378.97220230523584,1894.8610115261793,10000
28368,"[0, 28.0, 33.0, 35.0, 23.0, 0.0]",337.5171012928213,1687.5855064641064,10000
28369,"[0, 28.0, 33.0, 35.0, 40.2, 13.0, 0.0]",621.9321466246452,3109.660733123226,10000
28370,"[0, 28.0, 33.0, 35.0, 40.2, 10.0, 0.0]",747.3400437208109,3736.7002186040545,10000
28371,"[0, 28.0, 33.0, 35.0, 40.2, 9.0, 0.0]",723.188505098779,3615.942525493895,10000
28372,"[0, 28.0, 33.0, 35.0, 40.2, 9.0, 10.0, 0.0]",820.5539788056298,4102.769894028149,10000
28373,"[0, 28.0, 33.0, 35.0, 40.2, 9.0, 34.0, 0.0]",765.0183183614363,3825.0915918071814,10000
28374,"[0, 28.0, 33.0, 35.0, 40.2, 2.0, 0.0]",570.1465595648069,2850.7327978240346,10000
28375,"[0, 28.0, 33.0, 35.0, 40.2, 0.0]",570.0966370832627,2850.483185416314,10000
28376,"[0, 28.0, 33.0, 35.0, 40.2, 22.0, 0.0]",574.2739025570831,2871.3695127854157,10000
28377,"[0, 28.0, 33.0, 35.0, 40.2, 34.0, 2.0, 0.0]",650.9225782050084,3254.6128910250422,10000
28378,"[0, 28.0, 33.0, 35.0, 40.2, 34.0, 13.0, 0.0]",710.6793596264195,3553.3967981320975,10000
28379,"[0, 28.0, 33.0, 35.0, 40.2, 34.0, 0.0]",638.6689721968039,3193.3448609840198,10000
28380,"[0, 28.0, 33.0, 35.0, 38.0, 34.0, 0.0]",610.2350838007515,3051.1754190037573,10000
28381,"[0, 28.0, 33.0, 35.0, 38.0, 0.0]",439.9293250204635,2199.6466251023176,10000
28382,"[0, 28.0, 33.0, 35.0, 36.0, 13.0, 2.0, 0.0]",604.3469376951864,3021.7346884759318,10000
28383,"[0, 28.0, 33.0, 35.0, 36.0, 13.0, 0.0]",572.4021379120786,2862.010689560393,10000
28384,"[0, 28.0, 33.0, 35.0, 36.0, 13.0, 21.1, 0.0]",781.6165151777052,3908.0825758885258,10000
28385,"[0, 28.0, 33.0, 35.0, 36.0, 13.0, 21.2, 0.0]",781.6165151777052,3908.0825758885258,10000
28386,"[0, 28.0, 33.0, 35.0, 34.0, 2.0, 0.0]",490.30608293033606,2451.53041465168,10000
28387,"[0, 28.0, 33.0, 35.0, 34.0, 21.2, 0.0]",623.3064437939074,3116.532218969537,10000
28388,"[0, 28.0, 33.0, 35.0, 34.0, 21.2, 2.0, 0.0]",623.6038301038727,3118.0191505193634,10000
28389,"[0, 28.0, 33.0, 35.0, 34.0, 21.2, 13.0, 0.0]",668.2744419991227,3341.3722099956135,10000
28390,"[0, 28.0, 33.0, 35.0, 34.0, 21.1, 13.0, 0.0]",668.2744419991227,3341.3722099956135,10000
28391,"[0, 28.0, 33.0, 35.0, 34.0, 21.1, 2.0, 0.0]",623.6038301038727,3118.0191505193634,10000
28392,"[0, 28.0, 33.0, 35.0, 34.0, 21.1, 0.0]",623.3064437939074,3116.532218969537,10000
28393,"[0, 28.0, 33.0, 35.0, 34.0, 22.0, 2.0, 0.0]",562.0999342062855,2810.4996710314276,10000
28394,"[0, 28.0, 33.0, 35.0, 34.0, 22.0, 13.0, 0.0]",609.8289157991177,3049.1445789955883,10000
28395,"[0, 28.0, 33.0, 35.0, 34.0, 22.0, 0.0]",561.8680636210092,2809.340318105046,10000
28396,"[0, 28.0, 33.0, 35.0, 34.0, 22.0, 34.0, 0.0]",661.756525870433,3308.7826293521653,10000
28397,"[0, 28.0, 33.0, 35.0, 34.0, 13.0, 2.0, 0.0]",582.0076641348548,2910.0383206742745,10000
28398,"[0, 28.0, 33.0, 35.0, 34.0, 13.0, 0.0]",550.0628643517471,2750.3143217587353,10000
28399,"[0, 28.0, 33.0, 35.0, 34.0, 13.0, 21.1, 0.0]",759.2772416173736,3796.3862080868685,10000
28400,"[0, 28.0, 33.0, 35.0, 34.0, 13.0, 21.2, 0.0]",759.2772416173736,3796.3862080868685,10000
28401,"[0, 28.0, 33.0, 35.0, 34.0, 23.0, 0.0]",542.4350598250498,2712.1752991252492,10000
28402,"[0, 28.0, 33.0, 35.0, 34.0, 0.0]",478.0524769221315,2390.2623846106576,10000
28403,"[0, 28.0, 33.0, 35.0, 31.0, 34.0, 0.0]",571.6915967137504,2858.457983568752,10000
28404,"[0, 28.0, 33.0, 35.0, 24.0, 2.0, 0.0]",434.071552591438,2170.35776295719,10000
28405,"[0, 28.0, 33.0, 35.0, 24.0, 0.0]",390.46824927519117,1952.341246375956,10000
28406,"[0, 28.0, 33.0, 35.0, 3.0, 2.0, 0.0]",481.8477785200322,2409.238892600161,10000
28407,"[0, 28.0, 33.0, 35.0, 3.0, 13.0, 0.0]",543.1590185085415,2715.7950925427076,10000
28408,"[0, 28.0, 33.0, 35.0, 3.0, 0.0]",473.3005431849093,2366.5027159245465,10000
28409,"[0, 28.0, 33.0, 35.0, 3.0, 34.0, 2.0, 0.0]",511.90691381715874,2559.534569085794,10000
28410,"[0, 28.0, 33.0, 35.0, 3.0, 34.0, 13.0, 0.0]",571.6636952385697,2858.3184761928487,10000
28411,"[0, 28.0, 33.0, 35.0, 3.0, 34.0, 0.0]",499.6533078089542,2498.266539044771,10000
28412,"[0, 28.0, 33.0, 34.0, 2.0, 0.0]",243.4682820702677,1217.3414103513385,10000
28413,"[0, 28.0, 33.0, 34.0, 21.2, 0.0]",376.4686429338391,1882.3432146691953,10000
28414,"[0, 28.0, 33.0, 34.0, 21.2, 2.0, 0.0]",376.7660292438044,1883.830146219022,10000
28415,"[0, 28.0, 33.0, 34.0, 21.2, 13.0, 0.0]",421.4366411390543,2107.1832056952717,10000
28416,"[0, 28.0, 33.0, 34.0, 21.1, 13.0, 0.0]",421.4366411390543,2107.1832056952717,10000
28417,"[0, 28.0, 33.0, 34.0, 21.1, 2.0, 0.0]",376.7660292438044,1883.830146219022,10000
